dt,p_lEE_x,p_lEE_y,p_lEE_z,pdot_lEE_x,pdot_lEE_y,pdot_lEE_z
15.651,0.299201,0.361103,0.886505,-0.00896252,0.605486,-0.248634
15.652,0.299192,0.361708,0.886255,-0.00896402,0.604961,-0.250685
15.653,0.299183,0.362313,0.886003,-0.00896505,0.60443,-0.25273
15.654,0.299174,0.362917,0.885749,-0.00896563,0.603893,-0.254768
15.655,0.299165,0.363521,0.885494,-0.00896574,0.60335,-0.2568
15.656,0.299156,0.364124,0.885236,-0.00896539,0.602802,-0.258826
15.657,0.299147,0.364726,0.884976,-0.00896458,0.602247,-0.260845
15.658,0.299138,0.365328,0.884714,-0.00896331,0.601687,-0.262858
15.659,0.299129,0.365929,0.88445,-0.00896157,0.601121,-0.264864
15.66,0.29912,0.36653,0.884184,-0.00895938,0.600549,-0.266864
15.661,0.299111,0.367131,0.883917,-0.00895672,0.599972,-0.268857
15.662,0.299102,0.36773,0.883647,-0.0089536,0.599388,-0.270844
15.663,0.299093,0.368329,0.883375,-0.00895002,0.598799,-0.272825
15.664,0.299084,0.368928,0.883101,-0.00894598,0.598204,-0.274799
15.665,0.299075,0.369526,0.882825,-0.00894147,0.597603,-0.276767
15.666,0.299066,0.370123,0.882547,-0.00893651,0.596996,-0.278728
15.667,0.299057,0.37072,0.882268,-0.00893108,0.596383,-0.280683
15.668,0.299048,0.371316,0.881986,-0.00892519,0.595765,-0.282631
15.669,0.299039,0.371911,0.881703,-0.00891884,0.59514,-0.284573
15.67,0.299031,0.372506,0.881417,-0.00891203,0.59451,-0.286508
15.671,0.299022,0.3731,0.88113,-0.00890475,0.593874,-0.288437
15.672,0.299013,0.373694,0.88084,-0.00889702,0.593232,-0.29036
15.673,0.299004,0.374287,0.880549,-0.00888882,0.592584,-0.292276
15.674,0.298995,0.374879,0.880256,-0.00888016,0.591931,-0.294186
15.675,0.298986,0.375471,0.87996,-0.00887104,0.591272,-0.296089
15.676,0.298977,0.376062,0.879663,-0.00886146,0.590606,-0.297986
15.677,0.298968,0.376652,0.879364,-0.00885141,0.589935,-0.299877
15.678,0.298959,0.377241,0.879064,-0.00884091,0.589258,-0.301761
15.679,0.298951,0.37783,0.878761,-0.00882994,0.588576,-0.303638
15.68,0.298942,0.378419,0.878456,-0.00881851,0.587887,-0.305509
15.681,0.298933,0.379006,0.87815,-0.00880662,0.587193,-0.307374
15.682,0.298924,0.379593,0.877842,-0.00879427,0.586492,-0.309232
15.683,0.298915,0.380179,0.877531,-0.00878145,0.585786,-0.311084
15.684,0.298907,0.380765,0.877219,-0.00876818,0.585074,-0.31293
15.685,0.298898,0.381349,0.876906,-0.00875444,0.584356,-0.314769
15.686,0.298889,0.381933,0.87659,-0.00874024,0.583633,-0.316601
15.687,0.29888,0.382517,0.876272,-0.00872558,0.582903,-0.318427
15.688,0.298872,0.383099,0.875953,-0.00871046,0.582168,-0.320247
15.689,0.298863,0.383681,0.875632,-0.00869488,0.581427,-0.32206
15.69,0.298854,0.384262,0.875309,-0.00867883,0.58068,-0.323867
15.691,0.298846,0.384842,0.874984,-0.00866232,0.579927,-0.325667
15.692,0.298837,0.385422,0.874658,-0.00864536,0.579168,-0.327461
15.693,0.298828,0.386001,0.874329,-0.00862793,0.578404,-0.329249
15.694,0.29882,0.386579,0.873999,-0.00861003,0.577634,-0.33103
15.695,0.298811,0.387156,0.873667,-0.00859168,0.576858,-0.332805
15.696,0.298803,0.387732,0.873334,-0.00857286,0.576076,-0.334573
15.697,0.298794,0.388308,0.872998,-0.00855359,0.575288,-0.336335
15.698,0.298785,0.388883,0.872661,-0.00853385,0.574494,-0.33809
15.699,0.298777,0.389457,0.872322,-0.00851365,0.573694,-0.339839
15.7,0.298768,0.39003,0.871981,-0.00849299,0.572889,-0.341581
15.701,0.29876,0.390603,0.871639,-0.00847186,0.572078,-0.343317
15.702,0.298751,0.391174,0.871295,-0.00845028,0.571261,-0.345047
15.703,0.298743,0.391745,0.870949,-0.00842823,0.570438,-0.34677
15.704,0.298735,0.392315,0.870601,-0.00840572,0.569609,-0.348487
15.705,0.298726,0.392884,0.870252,-0.00838275,0.568775,-0.350197
15.706,0.298718,0.393453,0.869901,-0.00835932,0.567934,-0.351901
15.707,0.298709,0.39402,0.869548,-0.00833543,0.567088,-0.353599
15.708,0.298701,0.394587,0.869193,-0.00831107,0.566236,-0.35529
15.709,0.298693,0.395153,0.868837,-0.00828626,0.565378,-0.356974
15.71,0.298685,0.395718,0.868479,-0.00826098,0.564515,-0.358652
15.711,0.298676,0.396282,0.86812,-0.00823524,0.563645,-0.360324
15.712,0.298668,0.396845,0.867759,-0.00820904,0.56277,-0.361989
15.713,0.29866,0.397407,0.867396,-0.00818237,0.561888,-0.363648
15.714,0.298652,0.397969,0.867032,-0.00815525,0.561001,-0.3653
15.715,0.298644,0.398529,0.866665,-0.00812766,0.560108,-0.366946
15.716,0.298635,0.399089,0.866298,-0.00809961,0.55921,-0.368586
15.717,0.298627,0.399648,0.865928,-0.0080711,0.558305,-0.370219
15.718,0.298619,0.400206,0.865557,-0.00804213,0.557394,-0.371846
15.719,0.298611,0.400763,0.865185,-0.0080127,0.556478,-0.373466
15.72,0.298603,0.401319,0.86481,-0.00798281,0.555556,-0.37508
15.721,0.298595,0.401874,0.864434,-0.00795245,0.554628,-0.376687
15.722,0.298587,0.402428,0.864057,-0.00792163,0.553694,-0.378288
15.723,0.29858,0.402981,0.863678,-0.00789035,0.552755,-0.379882
15.724,0.298572,0.403533,0.863297,-0.00785861,0.551809,-0.381471
15.725,0.298564,0.404085,0.862915,-0.00782641,0.550858,-0.383052
15.726,0.298556,0.404635,0.862531,-0.00779374,0.549901,-0.384627
15.727,0.298548,0.405184,0.862146,-0.00776062,0.548938,-0.386196
15.728,0.29854,0.405733,0.861759,-0.00772703,0.547969,-0.387758
15.729,0.298533,0.40628,0.86137,-0.00769298,0.546994,-0.389314
15.73,0.298525,0.406827,0.86098,-0.00765847,0.546014,-0.390864
15.731,0.298517,0.407372,0.860588,-0.00762349,0.545027,-0.392407
15.732,0.29851,0.407917,0.860195,-0.00758806,0.544035,-0.393943
15.733,0.298502,0.408461,0.8598,-0.00755216,0.543037,-0.395474
15.734,0.298495,0.409003,0.859404,-0.00751581,0.542033,-0.396997
15.735,0.298487,0.409545,0.859007,-0.00747899,0.541024,-0.398515
15.736,0.29848,0.410085,0.858607,-0.00744171,0.540008,-0.400025
15.737,0.298472,0.410625,0.858206,-0.00740396,0.538987,-0.40153
15.738,0.298465,0.411163,0.857804,-0.00736576,0.53796,-0.403028
15.739,0.298458,0.411701,0.8574,-0.00732709,0.536927,-0.404519
15.74,0.29845,0.412237,0.856995,-0.00728797,0.535888,-0.406004
15.741,0.298443,0.412772,0.856588,-0.00724838,0.534843,-0.407483
15.742,0.298436,0.413307,0.85618,-0.00720833,0.533792,-0.408955
15.743,0.298429,0.41384,0.85577,-0.00716781,0.532736,-0.410421
15.744,0.298421,0.414372,0.855359,-0.00712684,0.531674,-0.411881
15.745,0.298414,0.414903,0.854947,-0.0070854,0.530606,-0.413333
15.746,0.298407,0.415433,0.854533,-0.0070435,0.529532,-0.41478
15.747,0.2984,0.415962,0.854117,-0.00700115,0.528452,-0.41622
15.748,0.298393,0.41649,0.8537,-0.00695833,0.527367,-0.417654
15.749,0.298386,0.417017,0.853282,-0.00691504,0.526275,-0.419081
15.75,0.298379,0.417543,0.852862,-0.0068713,0.525178,-0.420502
15.751,0.298373,0.418067,0.852441,-0.00682709,0.524075,-0.421916
15.752,0.298366,0.418591,0.852018,-0.00678243,0.522966,-0.423324
15.753,0.298359,0.419113,0.851594,-0.0067373,0.521851,-0.424725
15.754,0.298352,0.419635,0.851169,-0.00669171,0.52073,-0.42612
15.755,0.298346,0.420155,0.850742,-0.00664565,0.519604,-0.427509
15.756,0.298339,0.420674,0.850314,-0.00659914,0.518472,-0.428891
15.757,0.298332,0.421192,0.849884,-0.00655216,0.517334,-0.430267
15.758,0.298326,0.421708,0.849453,-0.00650473,0.51619,-0.431636
15.759,0.298319,0.422224,0.849021,-0.00645683,0.51504,-0.432999
15.76,0.298313,0.422739,0.848587,-0.00640847,0.513884,-0.434356
15.761,0.298307,0.423252,0.848152,-0.00635965,0.512723,-0.435706
15.762,0.2983,0.423764,0.847716,-0.00631036,0.511555,-0.437049
15.763,0.298294,0.424275,0.847278,-0.00626062,0.510382,-0.438386
15.764,0.298288,0.424785,0.846839,-0.00621041,0.509203,-0.439717
15.765,0.298282,0.425293,0.846399,-0.00615974,0.508018,-0.441041
15.766,0.298275,0.425801,0.845957,-0.00610861,0.506828,-0.442359
15.767,0.298269,0.426307,0.845514,-0.00605702,0.505631,-0.44367
15.768,0.298263,0.426812,0.84507,-0.00600496,0.504429,-0.444975
15.769,0.298257,0.427316,0.844624,-0.00595245,0.503221,-0.446274
15.77,0.298251,0.427818,0.844177,-0.00589947,0.502007,-0.447566
15.771,0.298246,0.42832,0.843729,-0.00584603,0.500787,-0.448852
15.772,0.29824,0.42882,0.843279,-0.00579213,0.499561,-0.450131
15.773,0.298234,0.429319,0.842829,-0.00573777,0.49833,-0.451404
15.774,0.298228,0.429817,0.842377,-0.00568295,0.497092,-0.45267
15.775,0.298223,0.430313,0.841923,-0.00562766,0.495849,-0.45393
15.776,0.298217,0.430808,0.841469,-0.00557192,0.4946,-0.455184
15.777,0.298211,0.431302,0.841013,-0.00551571,0.493345,-0.456431
15.778,0.298206,0.431795,0.840556,-0.00545904,0.492084,-0.457671
15.779,0.298201,0.432287,0.840098,-0.0054019,0.490818,-0.458905
15.78,0.298195,0.432777,0.839638,-0.00534431,0.489545,-0.460133
15.781,0.29819,0.433266,0.839177,-0.00528626,0.488267,-0.461355
15.782,0.298185,0.433753,0.838715,-0.00522774,0.486983,-0.462569
15.783,0.298179,0.43424,0.838252,-0.00516876,0.485693,-0.463778
15.784,0.298174,0.434725,0.837788,-0.00510932,0.484397,-0.46498
15.785,0.298169,0.435208,0.837322,-0.00504942,0.483096,-0.466175
15.786,0.298164,0.435691,0.836855,-0.00498906,0.481788,-0.467365
15.787,0.298159,0.436172,0.836388,-0.00492823,0.480475,-0.468547
15.788,0.298154,0.436652,0.835918,-0.00486694,0.479156,-0.469724
15.789,0.298149,0.43713,0.835448,-0.0048052,0.477831,-0.470893
15.79,0.298145,0.437607,0.834977,-0.00474299,0.4765,-0.472057
15.791,0.29814,0.438083,0.834504,-0.00468032,0.475164,-0.473214
15.792,0.298135,0.438558,0.83403,-0.00461718,0.473821,-0.474364
15.793,0.298131,0.439031,0.833555,-0.00455359,0.472473,-0.475509
15.794,0.298126,0.439503,0.833079,-0.00448953,0.471119,-0.476646
15.795,0.298122,0.439973,0.832602,-0.00442501,0.469759,-0.477777
15.796,0.298117,0.440442,0.832124,-0.00436003,0.468393,-0.478902
15.797,0.298113,0.44091,0.831644,-0.00429459,0.467021,-0.480021
15.798,0.298109,0.441376,0.831164,-0.00422869,0.465644,-0.481133
15.799,0.298105,0.441841,0.830682,-0.00416232,0.46426,-0.482238
15.8,0.2981,0.442305,0.830199,-0.0040955,0.462871,-0.483337
15.801,0.298096,0.442767,0.829715,-0.00402821,0.461476,-0.48443
15.802,0.298092,0.443228,0.82923,-0.00396046,0.460075,-0.485516
15.803,0.298089,0.443687,0.828744,-0.00389225,0.458669,-0.486596
15.804,0.298085,0.444145,0.828257,-0.00382358,0.457256,-0.487669
15.805,0.298081,0.444602,0.827769,-0.00375444,0.455838,-0.488736
15.806,0.298077,0.445057,0.82728,-0.00368485,0.454414,-0.489797
15.807,0.298073,0.44551,0.826789,-0.00361479,0.452984,-0.490851
15.808,0.29807,0.445963,0.826298,-0.00354427,0.451548,-0.491898
15.809,0.298066,0.446414,0.825805,-0.00347329,0.450106,-0.492939
15.81,0.298063,0.446863,0.825312,-0.00340184,0.448658,-0.493974
15.811,0.29806,0.447311,0.824817,-0.00332994,0.447205,-0.495002
15.812,0.298056,0.447757,0.824322,-0.00325757,0.445746,-0.496024
15.813,0.298053,0.448202,0.823825,-0.00318475,0.444281,-0.49704
15.814,0.29805,0.448646,0.823328,-0.00311146,0.44281,-0.498049
15.815,0.298047,0.449088,0.822829,-0.00303771,0.441333,-0.499051
15.816,0.298044,0.449529,0.82233,-0.00296349,0.43985,-0.500047
15.817,0.298041,0.449968,0.821829,-0.00288882,0.438362,-0.501037
15.818,0.298038,0.450405,0.821328,-0.00281368,0.436868,-0.50202
15.819,0.298035,0.450841,0.820825,-0.00273809,0.435368,-0.502997
15.82,0.298033,0.451276,0.820322,-0.00266203,0.433862,-0.503968
15.821,0.29803,0.451709,0.819817,-0.0025855,0.43235,-0.504932
15.822,0.298027,0.452141,0.819312,-0.00250852,0.430832,-0.505889
15.823,0.298025,0.452571,0.818806,-0.00243108,0.429309,-0.50684
15.824,0.298023,0.452999,0.818298,-0.00235317,0.42778,-0.507785
15.825,0.29802,0.453426,0.81779,-0.00227481,0.426245,-0.508723
15.826,0.298018,0.453852,0.817281,-0.00219598,0.424704,-0.509655
15.827,0.298016,0.454276,0.816771,-0.00211669,0.423157,-0.51058
15.828,0.298014,0.454698,0.81626,-0.00203693,0.421604,-0.511499
15.829,0.298012,0.455119,0.815748,-0.00195672,0.420046,-0.512412
15.83,0.29801,0.455538,0.815235,-0.00187604,0.418481,-0.513318
15.831,0.298008,0.455956,0.814721,-0.00179491,0.416911,-0.514217
15.832,0.298006,0.456372,0.814206,-0.00171331,0.415335,-0.515111
15.833,0.298005,0.456787,0.813691,-0.00163125,0.413753,-0.515997
15.834,0.298003,0.4572,0.813174,-0.00154872,0.412166,-0.516878
15.835,0.298002,0.457611,0.812657,-0.00146574,0.410572,-0.517752
15.836,0.298,0.458021,0.812139,-0.00138229,0.408973,-0.518619
15.837,0.297999,0.458429,0.81162,-0.00129839,0.407368,-0.51948
15.838,0.297998,0.458835,0.8111,-0.00121402,0.405757,-0.520335
15.839,0.297996,0.45924,0.810579,-0.00112919,0.40414,-0.521183
15.84,0.297995,0.459644,0.810058,-0.0010439,0.402517,-0.522024
15.841,0.297994,0.460045,0.809535,-0.000958142,0.400889,-0.52286
15.842,0.297993,0.460445,0.809012,-0.000871927,0.399254,-0.523689
15.843,0.297992,0.460844,0.808488,-0.00078525,0.397614,-0.524511
15.844,0.297992,0.461241,0.807963,-0.000698111,0.395968,-0.525327
15.845,0.297991,0.461636,0.807437,-0.000610511,0.394316,-0.526137
15.846,0.297991,0.462029,0.806911,-0.000522449,0.392658,-0.52694
15.847,0.29799,0.462421,0.806383,-0.000433925,0.390995,-0.527736
15.848,0.29799,0.462811,0.805855,-0.00034494,0.389325,-0.528527
15.849,0.297989,0.4632,0.805326,-0.000255493,0.38765,-0.52931
15.85,0.297989,0.463587,0.804796,-0.000165584,0.385969,-0.530088
15.851,0.297989,0.463972,0.804266,-7.52141e-05,0.384282,-0.530859
15.852,0.297989,0.464355,0.803735,1.56177e-05,0.382589,-0.531623
15.853,0.297989,0.464737,0.803203,0.000106911,0.380891,-0.532381
15.854,0.297989,0.465117,0.80267,0.000198666,0.379186,-0.533133
15.855,0.297989,0.465495,0.802136,0.000290883,0.377476,-0.533878
15.856,0.29799,0.465872,0.801602,0.000383562,0.37576,-0.534617
15.857,0.29799,0.466247,0.801067,0.000476702,0.374038,-0.535349
15.858,0.297991,0.46662,0.800532,0.000570303,0.37231,-0.536075
15.859,0.297991,0.466991,0.799995,0.000664367,0.370577,-0.536795
15.86,0.297992,0.467361,0.799458,0.000758892,0.368837,-0.537508
15.861,0.297993,0.467729,0.79892,0.000853878,0.367092,-0.538214
15.862,0.297994,0.468095,0.798381,0.000949327,0.365341,-0.538915
15.863,0.297995,0.46846,0.797842,0.00104524,0.363584,-0.539608
15.864,0.297996,0.468822,0.797302,0.00114161,0.361821,-0.540296
15.865,0.297997,0.469183,0.796762,0.00123844,0.360052,-0.540976
15.866,0.297998,0.469543,0.79622,0.00133574,0.358278,-0.541651
15.867,0.298,0.4699,0.795678,0.00143349,0.356497,-0.542319
15.868,0.298001,0.470256,0.795136,0.00153171,0.354711,-0.54298
15.869,0.298003,0.470609,0.794592,0.00163039,0.352919,-0.543636
15.87,0.298004,0.470961,0.794048,0.00172953,0.351121,-0.544284
15.871,0.298006,0.471312,0.793504,0.00182914,0.349318,-0.544927
15.872,0.298008,0.47166,0.792959,0.0019292,0.347508,-0.545562
15.873,0.29801,0.472007,0.792413,0.00202973,0.345693,-0.546192
15.874,0.298012,0.472351,0.791866,0.00213071,0.343872,-0.546815
15.875,0.298014,0.472694,0.791319,0.00223216,0.342045,-0.547431
15.876,0.298017,0.473035,0.790771,0.00233408,0.340212,-0.548041
15.877,0.298019,0.473375,0.790223,0.00243645,0.338373,-0.548645
15.878,0.298022,0.473712,0.789674,0.00253928,0.336529,-0.549242
15.879,0.298024,0.474048,0.789125,0.00264258,0.334678,-0.549833
15.88,0.298027,0.474382,0.788574,0.00274634,0.332822,-0.550417
15.881,0.29803,0.474713,0.788024,0.00285056,0.33096,-0.550995
15.882,0.298033,0.475044,0.787472,0.00295524,0.329092,-0.551567
15.883,0.298036,0.475372,0.786921,0.00306038,0.327218,-0.552132
15.884,0.298039,0.475698,0.786368,0.00316599,0.325339,-0.552691
15.885,0.298042,0.476022,0.785815,0.00327205,0.323453,-0.553243
15.886,0.298045,0.476345,0.785262,0.00337858,0.321562,-0.553789
15.887,0.298049,0.476665,0.784708,0.00348557,0.319665,-0.554328
15.888,0.298052,0.476984,0.784153,0.00359302,0.317762,-0.554861
15.889,0.298056,0.477301,0.783598,0.00370093,0.315853,-0.555387
15.89,0.29806,0.477616,0.783042,0.00380931,0.313939,-0.555907
15.891,0.298063,0.477929,0.782486,0.00391814,0.312018,-0.556421
15.892,0.298067,0.47824,0.781929,0.00402744,0.310092,-0.556928
15.893,0.298071,0.478549,0.781372,0.0041372,0.30816,-0.557429
15.894,0.298076,0.478856,0.780815,0.00424742,0.306222,-0.557923
15.895,0.29808,0.479161,0.780256,0.0043581,0.304278,-0.558411
15.896,0.298084,0.479465,0.779698,0.00446925,0.302328,-0.558892
15.897,0.298089,0.479766,0.779139,0.00458085,0.300373,-0.559367
15.898,0.298094,0.480066,0.778579,0.00469292,0.298412,-0.559836
15.899,0.298098,0.480363,0.778019,0.00480545,0.296444,-0.560298
15.9,0.298103,0.480658,0.777458,0.00491844,0.294472,-0.560754
15.901,0.298108,0.480952,0.776897,0.00503189,0.292493,-0.561203
15.902,0.298113,0.481243,0.776336,0.00514581,0.290508,-0.561646
15.903,0.298118,0.481533,0.775774,0.00526018,0.288518,-0.562082
15.904,0.298124,0.48182,0.775212,0.00537502,0.286521,-0.562512
15.905,0.298129,0.482106,0.774649,0.00549032,0.284519,-0.562936
15.906,0.298135,0.482389,0.774086,0.00560608,0.282511,-0.563353
15.907,0.29814,0.482671,0.773522,0.0057223,0.280497,-0.563763
15.908,0.298146,0.48295,0.772958,0.00583899,0.278477,-0.564167
15.909,0.298152,0.483228,0.772394,0.00595613,0.276452,-0.564565
15.91,0.298158,0.483503,0.771829,0.00607374,0.274421,-0.564957
15.911,0.298164,0.483777,0.771264,0.00619181,0.272383,-0.565342
15.912,0.29817,0.484048,0.770699,0.00631034,0.27034,-0.56572
15.913,0.298177,0.484317,0.770133,0.00642933,0.268291,-0.566092
15.914,0.298183,0.484585,0.769566,0.00654879,0.266237,-0.566458
15.915,0.29819,0.48485,0.769,0.0066687,0.264176,-0.566817
15.916,0.298197,0.485113,0.768433,0.00678908,0.26211,-0.56717
15.917,0.298204,0.485374,0.767865,0.00690992,0.260038,-0.567516
15.918,0.29821,0.485633,0.767298,0.00703122,0.257959,-0.567856
15.919,0.298218,0.48589,0.76673,0.00715298,0.255876,-0.568189
15.92,0.298225,0.486145,0.766161,0.0072752,0.253786,-0.568516
15.921,0.298232,0.486398,0.765593,0.00739789,0.25169,-0.568837
15.922,0.29824,0.486648,0.765024,0.00752104,0.249589,-0.569151
15.923,0.298247,0.486897,0.764454,0.00764464,0.247481,-0.569459
15.924,0.298255,0.487143,0.763885,0.00776871,0.245368,-0.56976
15.925,0.298263,0.487388,0.763315,0.00789325,0.243249,-0.570055
15.926,0.298271,0.48763,0.762745,0.00801824,0.241125,-0.570343
15.927,0.298279,0.48787,0.762174,0.0081437,0.238994,-0.570625
15.928,0.298287,0.488108,0.761603,0.00826961,0.236858,-0.570901
15.929,0.298295,0.488343,0.761032,0.00839599,0.234715,-0.57117
15.93,0.298304,0.488577,0.760461,0.00852283,0.232567,-0.571432
15.931,0.298312,0.488809,0.75989,0.00865013,0.230413,-0.571689
15.932,0.298321,0.489038,0.759318,0.0087779,0.228253,-0.571938
15.933,0.29833,0.489265,0.758746,0.00890612,0.226088,-0.572182
15.934,0.298339,0.48949,0.758173,0.00903481,0.223916,-0.572419
15.935,0.298348,0.489713,0.757601,0.00916396,0.221739,-0.572649
15.936,0.298357,0.489934,0.757028,0.00929357,0.219556,-0.572873
15.937,0.298367,0.490152,0.756455,0.00942364,0.217367,-0.573091
15.938,0.298376,0.490368,0.755882,0.00955417,0.215172,-0.573302
15.939,0.298386,0.490582,0.755308,0.00968517,0.212971,-0.573507
15.94,0.298395,0.490794,0.754735,0.00981662,0.210765,-0.573705
15.941,0.298405,0.491004,0.754161,0.00994854,0.208552,-0.573897
15.942,0.298415,0.491211,0.753587,0.0100809,0.206334,-0.574083
15.943,0.298425,0.491417,0.753013,0.0102138,0.20411,-0.574262
15.944,0.298436,0.49162,0.752439,0.0103471,0.20188,-0.574434
15.945,0.298446,0.49182,0.751864,0.0104808,0.199645,-0.5746
15.946,0.298457,0.492019,0.751289,0.0106151,0.197403,-0.57476
15.947,0.298467,0.492215,0.750715,0.0107497,0.195156,-0.574913
15.948,0.298478,0.492409,0.75014,0.0108849,0.192902,-0.57506
15.949,0.298489,0.492601,0.749564,0.0110205,0.190643,-0.575201
15.95,0.2985,0.49279,0.748989,0.0111566,0.188379,-0.575335
15.951,0.298511,0.492978,0.748414,0.0112931,0.186108,-0.575462
15.952,0.298523,0.493163,0.747838,0.0114301,0.183831,-0.575583
15.953,0.298534,0.493345,0.747263,0.0115676,0.181549,-0.575698
15.954,0.298546,0.493526,0.746687,0.0117055,0.179261,-0.575806
15.955,0.298558,0.493704,0.746111,0.0118439,0.176967,-0.575908
15.956,0.29857,0.49388,0.745535,0.0119827,0.174667,-0.576003
15.957,0.298582,0.494053,0.744959,0.012122,0.172361,-0.576092
15.958,0.298594,0.494224,0.744383,0.0122618,0.170049,-0.576175
15.959,0.298606,0.494393,0.743807,0.012402,0.167732,-0.576251
15.96,0.298619,0.49456,0.74323,0.0125427,0.165409,-0.576321
15.961,0.298631,0.494724,0.742654,0.0126839,0.163079,-0.576384
15.962,0.298644,0.494886,0.742078,0.0128255,0.160744,-0.576441
15.963,0.298657,0.495046,0.741501,0.0129675,0.158404,-0.576491
15.964,0.29867,0.495203,0.740925,0.0131101,0.156057,-0.576535
15.965,0.298683,0.495358,0.740348,0.0132531,0.153705,-0.576572
15.966,0.298697,0.49551,0.739771,0.0133965,0.151346,-0.576603
15.967,0.29871,0.49566,0.739195,0.0135405,0.148982,-0.576628
15.968,0.298724,0.495808,0.738618,0.0136848,0.146612,-0.576646
15.969,0.298737,0.495954,0.738042,0.0138297,0.144236,-0.576658
15.97,0.298751,0.496097,0.737465,0.013975,0.141855,-0.576663
15.971,0.298765,0.496237,0.736888,0.0141208,0.139467,-0.576662
15.972,0.298779,0.496376,0.736312,0.014267,0.137074,-0.576654
15.973,0.298794,0.496512,0.735735,0.0144137,0.134675,-0.576641
15.974,0.298808,0.496645,0.735158,0.0145608,0.13227,-0.57662
15.975,0.298823,0.496776,0.734582,0.0147084,0.129859,-0.576593
15.976,0.298838,0.496905,0.734005,0.0148565,0.127442,-0.57656
15.977,0.298853,0.497031,0.733429,0.0150051,0.12502,-0.57652
15.978,0.298868,0.497155,0.732852,0.0151541,0.122591,-0.576474
15.979,0.298883,0.497276,0.732276,0.0153035,0.120157,-0.576421
15.98,0.298898,0.497395,0.731699,0.0154534,0.117717,-0.576362
15.981,0.298914,0.497512,0.731123,0.0156038,0.115271,-0.576297
15.982,0.29893,0.497626,0.730547,0.0157547,0.112819,-0.576225
15.983,0.298945,0.497737,0.72997,0.015906,0.110362,-0.576147
15.984,0.298961,0.497846,0.729394,0.0160577,0.107898,-0.576062
15.985,0.298978,0.497953,0.728818,0.01621,0.105429,-0.575971
15.986,0.298994,0.498057,0.728242,0.0163627,0.102954,-0.575873
15.987,0.29901,0.498159,0.727667,0.0165158,0.100473,-0.575769
15.988,0.299027,0.498258,0.727091,0.0166694,0.0979865,-0.575659
15.989,0.299044,0.498355,0.726515,0.0168235,0.0954939,-0.575542
15.99,0.29906,0.498449,0.72594,0.0169781,0.0929955,-0.575418
15.991,0.299078,0.498541,0.725364,0.0171331,0.0904912,-0.575288
15.992,0.299095,0.49863,0.724789,0.0172885,0.0879811,-0.575152
15.993,0.299112,0.498717,0.724214,0.0174444,0.0854652,-0.57501
15.994,0.29913,0.498801,0.723639,0.0176008,0.0829434,-0.57486
15.995,0.299147,0.498883,0.723064,0.0177577,0.0804158,-0.574705
15.996,0.299165,0.498962,0.72249,0.017915,0.0778824,-0.574543
15.997,0.299183,0.499038,0.721915,0.0180727,0.0753431,-0.574374
15.998,0.299201,0.499113,0.721341,0.018231,0.0727979,-0.5742
15.999,0.29922,0.499184,0.720767,0.0183897,0.070247,-0.574018
16,0.299238,0.499253,0.720193,0.0185488,0.0676902,-0.573831
16.001,0.299257,0.499319,0.719619,0.0187084,0.0651275,-0.573637
16.002,0.299275,0.499383,0.719046,0.0188685,0.0625591,-0.573436
16.003,0.299294,0.499445,0.718472,0.0190291,0.0599847,-0.573229
16.004,0.299314,0.499503,0.717899,0.0191901,0.0574046,-0.573015
16.005,0.299333,0.499559,0.717326,0.0193515,0.0548186,-0.572796
16.006,0.299352,0.499613,0.716754,0.0195135,0.0522268,-0.572569
16.007,0.299372,0.499664,0.716181,0.0196758,0.0496291,-0.572337
16.008,0.299392,0.499712,0.715609,0.0198387,0.0470256,-0.572097
16.009,0.299412,0.499758,0.715037,0.020002,0.0444162,-0.571852
16.01,0.299432,0.499801,0.714465,0.0201658,0.041801,-0.5716
16.011,0.299452,0.499841,0.713894,0.02033,0.03918,-0.571341
16.012,0.299472,0.499879,0.713323,0.0204947,0.0365532,-0.571076
16.013,0.299493,0.499915,0.712752,0.0206599,0.0339205,-0.570805
16.014,0.299514,0.499947,0.712181,0.0208255,0.0312819,-0.570527
16.015,0.299534,0.499977,0.711611,0.0209916,0.0286376,-0.570243
16.016,0.299556,0.500004,0.711041,0.0211581,0.0259873,-0.569952
16.017,0.299577,0.500029,0.710471,0.0213251,0.0233313,-0.569655
16.018,0.299598,0.500051,0.709901,0.0214926,0.0206694,-0.569352
16.019,0.29962,0.50007,0.709332,0.0216605,0.0180017,-0.569042
16.02,0.299642,0.500087,0.708763,0.0218289,0.0153281,-0.568725
16.021,0.299663,0.500101,0.708195,0.0219977,0.0126487,-0.568403
16.022,0.299686,0.500112,0.707626,0.022167,0.00996346,-0.568073
16.023,0.299708,0.500121,0.707058,0.0223368,0.00727238,-0.567738
16.024,0.29973,0.500127,0.706491,0.0225071,0.00457546,-0.567395
16.025,0.299753,0.50013,0.705924,0.0226777,0.0018727,-0.567047
16.026,0.299776,0.500131,0.705357,0.0228489,-0.000835895,-0.566692
16.027,0.299798,0.500128,0.70479,0.0230205,-0.00355033,-0.56633
16.028,0.299822,0.500124,0.704224,0.0231926,-0.0062706,-0.565963
16.029,0.299845,0.500116,0.703658,0.0233651,-0.00899671,-0.565588
16.03,0.299868,0.500106,0.703093,0.0235382,-0.0117287,-0.565208
